ModelName;InteractionSize;T;Algorithm;Time;Time;Configurations;Configurations;ModelIteration;NoResult;OutOfMemory;CorrectlyFoundLiteralsCount;CorrectlyFoundLiteralsCount;MissedLiteralsCount;MissedLiteralsCount
;;;;median;max;median;max;count;sum;sum;median;max;median;max
uclibc_2008-06-05_13-46-47;3;3;Random;0.7495;1.909;217.0;217.0;100;0;0;19.5;140.0;0.0;0.0
uclibc_2008-06-05_13-46-47;3;3;iident;1.7934999999999999;7.581;44.5;237.0;100;0;0;19.5;140.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;1;Inciident;0.112;0.463;11.0;62.0;100;0;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;1;Random;0.048;0.122;14.0;84.0;100;4;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;1;iident;0.117;0.431;11.0;62.0;100;0;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;2;Inciident;0.4775;1.36;69.5;187.0;100;0;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;2;Random;0.205;0.252;154.0;154.0;100;10;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;2;iident;0.562;1.538;69.0;197.0;100;3;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;3;Inciident;0.4835;1.367;72.0;188.0;100;0;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;3;Random;0.8394999999999999;1.95;218.0;218.0;100;10;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;1;3;iident;2.042;24.06;67.0;299.0;100;2;0;17.0;130.0;0.0;0.0
uclibc_2020-12-24_11-54-53;2;1;Inciident;0.108;0.31;10.0;34.0;100;41;0;16.0;130.0;1.0;16.0
uclibc_2020-12-24_11-54-53;2;1;Random;0.046;0.108;12.0;84.0;100;45;0;16.0;130.0;1.0;16.0
uclibc_2020-12-24_11-54-53;2;1;iident;0.1155;0.303;10.0;34.0;100;41;0;16.0;130.0;1.0;16.0
uclibc_2020-12-24_11-54-53;2;2;Inciident;0.2295;1.284;22.5;182.0;100;0;0;21.0;131.0;0.0;0.0
uclibc_2020-12-24_11-54-53;2;2;Random;0.161;0.253;154.0;154.0;100;3;0;21.0;131.0;0.0;0.0
uclibc_2020-12-24_11-54-53;2;2;iident;0.2925;1.472;20.0;186.0;100;0;0;21.0;131.0;0.0;0.0
uclibc_2020-12-24_11-54-53;2;3;Inciident;0.539;1.485;73.5;201.0;100;0;0;21.0;131.0;0.0;0.0
uclibc_2020-12-24_11-54-53;2;3;Random;0.8725;1.935;218.0;218.0;100;6;0;21.0;131.0;0.0;0.0
uclibc_2020-12-24_11-54-53;2;3;iident;1.9755;15.422;73.0;296.0;100;0;0;21.0;131.0;0.0;0.0
uclibc_2020-12-24_11-54-53;3;1;Inciident;0.106;0.137;10.0;13.0;100;63;0;16.0;130.0;3.0;16.0
uclibc_2020-12-24_11-54-53;3;1;Random;0.044;0.108;12.0;84.0;100;62;0;16.5;130.0;2.0;19.0
uclibc_2020-12-24_11-54-53;3;1;iident;0.116;0.14;10.0;13.0;100;63;0;16.0;130.0;3.0;16.0
uclibc_2020-12-24_11-54-53;3;2;Inciident;0.205;1.327;22.0;184.0;100;9;0;21.0;130.0;1.0;29.0
uclibc_2020-12-24_11-54-53;3;2;Random;0.1215;0.249;46.5;154.0;100;22;0;22.0;130.0;1.0;25.0
uclibc_2020-12-24_11-54-53;3;2;iident;0.2845;1.489;19.0;184.0;100;18;0;21.0;130.0;1.0;10.0
uclibc_2020-12-24_11-54-53;3;3;Inciident;0.4285;1.601;43.0;201.0;100;0;0;22.5;132.0;0.0;0.0
uclibc_2020-12-24_11-54-53;3;3;Random;0.922;2.105;218.0;218.0;100;3;0;22.0;132.0;0.0;0.0
uclibc_2020-12-24_11-54-53;3;3;iident;1.9220000000000002;14.711;43.5;287.0;100;0;0;22.5;132.0;0.0;0.0
